sentence,punc,numbers,spaces,characters,stopwords,position,order,noun,preposition,verb,adjectives,wordratio,overlaping_words,unique_words,title_words,selection,document_number
 شمالی کیرولینا کے مقام کٹی ہاک پر دونوں بھائیوں کے علاوہ چار لوگ اس ناممکن کو ممکن بنتا دیکھ رہے تھے ,0,0,0.215686275,1.436619718,0.391304348,0.746478873,53,0.173913043,0.304347826,0.173913043,0.173913043,0.021442085,0.652173913,-0.630731828,0.086956522,0,17
 ایک آدمی نے اس منظر کو کیمرے کی آنکھ میں ہمیشہ ہمیشہ کے لیے محفوظ کر لیا ,0,0,0.243243243,1.042253521,0.526315789,0.76056338,54,0.105263158,0.473684211,0.210526316,0.105263158,0.015556023,0.578947368,-0.563391346,0,0,17
" اگرچہ فضا میں اڑنے کا کامیاب تجربہ ہو چکا تھا ، تاہم زیادہ تر لوگ ان کے اس کارنامے سے ناواقف تھے ",0.010204082,0,0.234693878,1.38028169,0.541666667,0.774647887,55,0,0.375,0.208333333,0.166666667,0.020601219,0.875,-0.854398781,0.083333333,0,17
 وہ اس بات پر یقین کرنے کو تیار ہی نہ تھے کہ انسان فضا میں اُڑ سکتا ہے ,0,0,0.267605634,1,0.6,0.788732394,56,0.05,0.4,0.25,0.15,0.014925373,0.9,-0.885074627,0,0,17
 ۱۹۰۸ء میں ولبر فرانس گیا اور اس نے نوے میٹر کی بلندی پر اڑنے کا عملی مظاہرہ کیا ,0,0.049382716,0.234567901,1.14084507,0.45,0.802816901,57,0.15,0.4,0.25,0.2,0.017027538,0.75,-0.732972462,0.05,1,17
 ایک فرانسیسی کمپنی ولبر کی اُڑنے والی مشین بنانے پر آمادہ ہو گئی ,0,0,0.212121212,0.929577465,0.4,0.816901408,58,0.133333333,0.2,0.333333333,0.133333333,0.013874291,0.733333333,-0.719459043,0,0,17
" جن دنوں ولبر فرانس میں تھا ، آرول نے امریکا میں کامیاب پروازیں کیں ",0.014705882,0,0.220588235,0.957746479,0.3125,0.830985915,59,0.25,0.3125,0.125,0.0625,0.014294724,0.75,-0.735705276,0,0,17
 ان میں سے ایک پرواز ایک گھنٹے تک جاری رہی ,0,0,0.255813953,0.605633803,0.583333333,0.845070423,60,0,0.5,0.166666667,0.083333333,0.00903931,0.75,-0.74096069,0.083333333,0,17
 امریکا کا جنگی محکمہ رائٹ برادران کا جہاز خریدنے پر تیار ہو گیا ,0,0,0.215384615,0.915492958,0.333333333,0.85915493,61,0.133333333,0.2,0.2,0.266666667,0.013664074,0.8,-0.786335926,0.133333333,1,17
 دیکھتے ہی دیکھتے رائٹ برادران کی شہرت کو پر لگ گئے ,0,0,0.230769231,0.732394366,0.384615385,0.873239437,62,0.153846154,0.384615385,0.384615385,0.230769231,0.010931259,0.846153846,-0.835222587,0,0,17
 اخبارات میں اُن کے بارے میں لمبی لمبی کہانیاں چھپنے لگیں ,0,0,0.206896552,0.816901408,0.307692308,0.887323944,63,0,0.384615385,0.230769231,0.153846154,0.012192558,0.538461538,-0.52626898,0,1,17
" وہ ہیرو بن چکے تھے ، جہاں جاتے لوگ اُن کے پیچھے پیچھے چلتے ، لیکن دونوں بھائیوں کو شہرت سے کوئی سروکار نہ تھا ",0.018018018,0,0.234234234,1.563380282,0.481481481,0.901408451,64,0.074074074,0.296296296,0.185185185,0.111111111,0.023334034,0.777777778,-0.754443744,0.037037037,0,17
 وہ واپس اپنے قصبے میں آ گئے اور اپنے جہاز کو خوب سے خوب تر بنانے کی کوششوں میں لگ گئے ,0,0,0.252873563,1.225352113,0.565217391,0.915492958,65,0.043478261,0.47826087,0.260869565,0.304347826,0.018288838,0.739130435,-0.720841597,0.043478261,0,17
 اُنھوں نے بہت سے اور لوگوں کو بھی اُڑنا سکھایا ,0,0,0.229166667,0.676056338,0.583333333,0.929577465,66,0.166666667,0.416666667,0.083333333,0.083333333,0.010090393,0.75,-0.739909607,0.083333333,0,17
 ولبر رائٹ ٹائیفائیڈ بخار میں مبتلا ہو کر ۱۹۱۲ ء میں دنیا سے کوچ کر گیا ,0,0.055555556,0.236111111,1.014084507,0.388888889,0.943661972,67,0.055555556,0.277777778,0.222222222,0.111111111,0.01513559,0.722222222,-0.707086633,0.055555556,1,17
 بھائی کی موت کے بعد آرول مرتے دم تک اپنے جہاز کا ڈیزائن بہتر کرنے میں لگا رہا ,0,0,0.240506329,1.112676056,0.5,0.957746479,68,0,0.3,0.3,0.15,0.016607105,0.8,-0.783392895,0.05,0,17
 آرول کا انتقال ۱۹۴۸ء میں ہوا ,0,0.133333333,0.233333333,0.422535211,0.375,0.971830986,69,0.125,0.25,0.125,0,0.006306496,0.75,-0.743693504,0.125,1,17
 آج ہمارے پاس برق رفتار جہاز موجود ہیں ,0,0,0.230769231,0.549295775,0.4,0.985915493,70,0.1,0.3,0.2,0.1,0.008198444,0.5,-0.491801556,0,0,17
 خلائی گاڑیوں نے خلا کی تسخیر کو مکن بنا دیا ہے لیکن امریکا کے شہر واشنگٹن کے فضائی و خلائی عجائب گھر میں رکھا گیا پہلا ہوائی جہاز ہمیں یاد دلا رہا ہے کہ یہ سب رائٹ برادران کے پہلے قدم کی بدولت ممکن ہوا ,0,0,0.226600985,2.85915493,0.468085106,1,71,0.14893617,0.276595745,0.255319149,0.14893617,0.042673954,0.595744681,-0.553070727,0.021276596,1,17
ہمارا پیارا وطن پاکستان ۱۴ اگست ۱۹۴۷ ء کو دنیا کے نقشے پر ابھرا ,0,0.09375,0.21875,0.581818182,0.266666667,0.009090909,1,0.2,0.333333333,0.066666667,0.133333333,0.010672003,0.466666667,-0.455994664,0.066666667,1,18
 پاکستان قدرتی وسائل سے مالا مال ملک ہے ,0,0,0.225,0.363636364,0.2,0.018181818,2,0.2,0.1,0.1,0.1,0.006670002,1,-0.993329998,0.1,1,18
 اس کی سونا اگلتی زمین میں ہر طرح کی فصلیں پیدا ہوتی ہیں ,0,0,0.245614035,0.518181818,0.533333333,0.027272727,3,0,0.466666667,0.466666667,0.066666667,0.009504752,0.8,-0.790495248,0.133333333,0,18
 اس میں خوش ذائقہ پھلوں کے باغات بھی ہیں ,0,0,0.243902439,0.372727273,0.454545455,0.036363636,4,0,0.454545455,0.090909091,0.090909091,0.006836752,0.909090909,-0.902254157,0,0,18
 اس کے سینے پر بہنے والے دریا ہمارے کھیتوں کو سیراب کرتے ہیں ,0,0,0.229508197,0.554545455,0.533333333,0.045454545,5,0.066666667,0.4,0.266666667,0.066666667,0.010171753,0.733333333,-0.723161581,0,0,18
 اس میں فلک بوس پہاڑی چوٹیاں بھی ہیں ,0,0,0.243243243,0.336363636,0.4,0.054545455,6,0,0.5,0.1,0.1,0.006169752,0.7,-0.693830248,0,0,18
 گیت گاتی آبشاریں اس کے حسن کو چار چاند لگاتی ہیں ,0,0,0.24,0.454545455,0.307692308,0.063636364,7,0.153846154,0.307692308,0.153846154,0,0.008337502,0.615384615,-0.607047113,0,0,18
 اللہ تعالیٰ نے ہمارے ملک کو سمندر سے بھی نوازا ہے ,0,0,0.235294118,0.463636364,0.461538462,0.072727273,8,0.307692308,0.384615385,0.153846154,0,0.008504252,0.769230769,-0.760726517,0,0,18
 پاکستان کی سرزمین چار صوبوں پر مشتمل ہے ,0,0,0.219512195,0.372727273,0.3,0.081818182,9,0.1,0.2,0.2,0.2,0.006836752,1,-0.993163248,0.2,1,18
" ان صوبوں میں پنجاب ، سندھ ، خیبر پختون خوا اور بلوچستان شامل ہیں ",0.03030303,0,0.227272727,0.6,0.25,0.090909091,10,0.25,0.1875,0.125,0.125,0.011005503,1,-0.988994497,0,1,18
 ہر صوبہ پاکستان کی ترقی اور خوش حالی میں اپنا کردار ادا کر رہا ہے ,0,0,0.23880597,0.609090909,0.470588235,0.1,11,0.058823529,0.235294118,0.352941176,0.235294118,0.011172253,0.705882353,-0.6947101,0.117647059,0,18
" کوئی کسی صوبے کا رہنے والا ہو ، وہ پاکستان کے ساتھ دل و جان سے محبت کرتا ہے ",0.012987013,0,0.25974026,0.7,0.571428571,0.109090909,12,0.142857143,0.333333333,0.238095238,0.047619048,0.012839753,0.714285714,-0.701445961,0.047619048,0,18
 بلوچستان رقبے کے لحاظ سے پاکستان کا سب سے بڑا صوبہ ہے ,0,0,0.236363636,0.5,0.5,0.118181818,13,0.142857143,0.357142857,0.071428571,0.071428571,0.009171252,0.928571429,-0.919400176,0.071428571,1,18
 اس کا دارالحکومت کوئٹہ ہے ,0,0,0.222222222,0.245454545,0.428571429,0.127272727,14,0.142857143,0.285714286,0.142857143,0.142857143,0.004502251,1,-0.995497749,0,1,18
 اس صوبے کی آبادی گنجان نہیں ,0,0,0.24137931,0.263636364,0.375,0.136363636,15,0,0.25,0.125,0.125,0.004835751,0.875,-0.870164249,0.125,0,18
 قریب قریب ستر لاکھ لوگ اس صوبے میں آباد ہیں ,0,0,0.244444444,0.409090909,0.333333333,0.145454545,16,0.083333333,0.333333333,0.25,0.25,0.007503752,0.833333333,-0.825829581,0,0,18
 بلوچستان کی سرحدیں پاکستان کے باقی تینوں صوبوں سے ملتی ہیں ,0,0,0.2,0.545454545,0.307692308,0.154545455,17,0.153846154,0.307692308,0.230769231,0.076923077,0.010005003,1,-0.989994997,0.153846154,0,18
" یہاں بولی جانے والی بڑی بڑی زبانوں میں بلوچی ، براہوی اور پشتو شامل ہیں ",0.01369863,0,0.219178082,0.663636364,0.470588235,0.163636364,18,0,0.117647059,0.294117647,0.235294118,0.012172753,0.882352941,-0.870180188,0,0,18
 بلوچستان کے کچھ حصوں میں سندھی بھی بولی جاتی ہے ,0,0,0.224489796,0.445454545,0.5,0.172727273,19,0.166666667,0.25,0.25,0,0.008170752,0.916666667,-0.908495915,0,0,18
 بلوچستان کا زیادہ تر رقبہ بنجر پہاڑوں پر مشتمل ہے ,0,0,0.215686275,0.463636364,0.416666667,0.181818182,20,0.083333333,0.25,0.083333333,0.416666667,0.008504252,0.916666667,-0.908162415,0,0,18
 یہاں سردیوں میں خوب سردی پڑتی ہے ,0,0,0.235294118,0.309090909,0.333333333,0.190909091,21,0,0.111111111,0.222222222,0.111111111,0.005669501,0.666666667,-0.660997165,0,0,18
 گرمیوں کے موسم میں درجہ حرارت خوب بڑھ جاتا ہے ,0,0,0.234042553,0.427272727,0.333333333,0.2,22,0,0.166666667,0.25,0.083333333,0.007837252,0.75,-0.742162748,0,0,18
 سبی یہاں کا گرم ترین مقام ہے ,0,0,0.266666667,0.272727273,0.333333333,0.209090909,23,0.222222222,0.333333333,0.111111111,0.111111111,0.005002501,0.666666667,-0.661664165,0,0,18
 ۲۶ مئی ۲۰۱۰ ء کو یہاں وہ گرمی پڑی کہ الامان والحفیظ,0,0.115384615,0.230769231,0.472727273,0.307692308,0.218181818,24,0.153846154,0.153846154,0.076923077,0.076923077,0.008671002,0.461538462,-0.452867459,0,1,18
 اگلے پچھلے بھی ریکارڈ ٹوٹ گئے ,0,0,0.225806452,0.281818182,0.25,0.227272727,25,0,0.25,0.25,0.375,0.005169251,0.375,-0.369830749,0,1,18
 اس روز اس مقام کا درجہ حرارت ۵۳ ڈگری سینٹی گریڈ رہا ,0,0.037735849,0.245283019,0.481818182,0.285714286,0.236363636,26,0.071428571,0.285714286,0.071428571,0,0.008837752,0.714285714,-0.705447962,0,1,18
 پہاڑی علاقہ ہونے کی وجہ سے یہاں کبھی کبھار زلزلے بھی آتے ہیں ,0,0,0.225806452,0.563636364,0.6,0.245454545,27,0,0.333333333,0.266666667,0.066666667,0.010338503,0.733333333,-0.722994831,0.066666667,0,18
 ۱۹۳۵ء میں آنے والے ایک شدید زلزلے سے کوئٹہ شہر بالکل ملیامیٹ ہو گیا تھا ,0,0.054794521,0.219178082,0.663636364,0.470588235,0.254545455,28,0.058823529,0.235294118,0.235294118,0.058823529,0.012172753,0.764705882,-0.752533129,0,1,18
 بلوچستان کی سرزمین پھلوں کی پیداوار کے لحاظ سے مشہور ہے ,0,0,0.210526316,0.518181818,0.384615385,0.263636364,29,0.076923077,0.307692308,0.230769231,0.153846154,0.009504752,0.923076923,-0.913572171,0.153846154,0,18
 پاکستان کا نوے فیصد انگور یہاں پیدا ہوتا ہے ,0,0,0.222222222,0.409090909,0.363636364,0.272727273,30,0.090909091,0.090909091,0.272727273,0.090909091,0.007503752,0.727272727,-0.719768975,0.090909091,0,18
 چیری اور بادام بھی وافر مقدار میں پیدا ہوتے ہیں ,0,0,0.224489796,0.445454545,0.416666667,0.281818182,31,0,0.25,0.25,0.166666667,0.008170752,0.75,-0.741829248,0,0,18
" یہاں پیدا ہونے والے دیگر پھلوں میں خوبانی ، آڑو ، انار ، سیب اور کھجور شامل ہیں ",0.037037037,0,0.234567901,0.736363636,0.3,0.290909091,32,0,0.1,0.2,0.15,0.013506753,0.7,-0.686493247,0,1,18
 یہ صو بہ معدنی وسائل سے مالا مال ہے ,0,0,0.27027027,0.336363636,0.272727273,0.3,33,0,0.181818182,0.181818182,0.090909091,0.006169752,0.727272727,-0.721102976,0,0,18
 یہاں سوئی کے مقام سے قدرتی گیس بھی نکلتی ہے ,0,0,0.244444444,0.409090909,0.416666667,0.309090909,34,0.083333333,0.333333333,0.083333333,0.083333333,0.007503752,0.75,-0.742496248,0,0,18
 بلوچستان میں حال ہی میں گوادر کے مقام پر بندرگاہ تعمیر کی گئی ہے ,0,0,0.227272727,0.6,0.5,0.318181818,35,0.125,0.5,0.1875,0.0625,0.011005503,0.8125,-0.801494497,0.0625,0,18
 اس صوبے کو یہ اعزاز بھی حاصل ہے کہ قائداعظم رحمۃ اللہ علیہ نے زندگی کے آخری ایام اسی صوبے کے ایک صحت افزا مقام زیارت میں گزارے ,0,0,0.2265625,1.163636364,0.4,0.327272727,36,0.2,0.366666667,0.066666667,0.033333333,0.021344005,0.666666667,-0.645322661,0,1,18
 بلوچستان میں پگڑی لباس کا اہم حصہ ہے ,0,0,0.236842105,0.345454545,0.3,0.336363636,37,0.1,0.2,0.1,0.1,0.006336502,0.7,-0.693663498,0,0,18
 یہاں گھٹنوں تک لمبے کرتے اور گھیردار شلواریں پہننے کا رواج ہے ,0,0,0.206349206,0.572727273,0.428571429,0.345454545,38,0,0.142857143,0.214285714,0.142857143,0.010505253,0.5,-0.489494747,0,0,18
 بلوچی خواتین خاص قسم کا لباس پہنتی ہیں ,0,0,0.225,0.363636364,0.2,0.354545455,39,0,0.2,0.1,0.1,0.006670002,0.8,-0.793329998,0,0,18
 ان کی قمیض کے سامنے کی جانب لمبی جیب لگی ہوتی ہے ,0,0,0.26,0.454545455,0.571428571,0.363636364,40,0,0.285714286,0.357142857,0.142857143,0.008337502,0.642857143,-0.634519641,0.142857143,0,18
 عام طور پر قمیض پر کڑھائی کی ہوتی ہے اور اس پر شیشے کا کام ہوتا ہے ,0,0,0.264705882,0.618181818,0.631578947,0.372727273,41,0,0.421052632,0.263157895,0.263157895,0.011339003,0.789473684,-0.778134681,0.052631579,0,18
 یہاں کی عورتیں بڑی سی چادر بھی استعمال کرتی ہیں ,0,0,0.224489796,0.445454545,0.583333333,0.381818182,42,0.083333333,0.416666667,0.25,0.166666667,0.008170752,0.583333333,-0.575162581,0.083333333,0,18
" پنجاب دو لفظوں پنج اور آب سے مل کر بنا ہے ، پنج کے معنی ہیں پانچ اور آب کے معنی پانی کے ہیں ",0.010752688,0,0.268817204,0.845454545,0.423076923,0.390909091,43,0.076923077,0.307692308,0.269230769,0.076923077,0.015507754,0.807692308,-0.792184554,0,1,18
 گویا پنجاب کے معنی ہوئے پانچ دریاؤں کی سرزمین ,0,0,0.212765957,0.427272727,0.363636364,0.4,44,0.090909091,0.181818182,0.181818182,0.090909091,0.007837252,0.818181818,-0.810344566,0.090909091,0,18
 اس صوبے کی سرحدیں بھی باقی تینوں صوبوں سے ملتی ہیں ,0,0,0.230769231,0.472727273,0.384615385,0.409090909,45,0,0.384615385,0.230769231,0.076923077,0.008671002,1,-0.991328998,0.076923077,0,18
 پنجاب کا دارالحکومت لاہور ہے ,0,0,0.2,0.272727273,0.285714286,0.418181818,46,0.285714286,0.142857143,0.142857143,0.142857143,0.005002501,0.857142857,-0.852140356,0,1,18
 اسے پاکستان کا دل کہا جاتا ہے ,0,0,0.258064516,0.281818182,0.555555556,0.427272727,47,0.111111111,0.222222222,0.333333333,0,0.005169251,1,-0.994830749,0.111111111,0,18
 یہ شہر صدیوں سے علم و ثقافت کا مرکز رہا ہے ,0,0,0.272727273,0.4,0.461538462,0.436363636,48,0.076923077,0.307692308,0.153846154,0,0.007337002,0.692307692,-0.68497069,0,0,18
" ملتان ، فیصل آباد سیالکوٹ ، گوجرانوالا اور بہاولپور کا شمار پنجاب کے بڑے شہروں میں ہوتا ہے ",0.02173913,0,0.206521739,0.836363636,0.35,0.445454545,49,0.3,0.25,0.1,0.2,0.015341004,0.9,-0.884658996,0,1,18
 فیصل آباد کو پاکستان کا مانچسٹر کہا جاتا ہے ,0,0,0.222222222,0.409090909,0.454545455,0.454545455,50,0.363636364,0.272727273,0.272727273,0.090909091,0.007503752,0.909090909,-0.901587157,0.090909091,0,18
 یہاں کپڑا بنانے کی صنعت ہے ,0,0,0.25,0.254545455,0.375,0.463636364,51,0,0.125,0.375,0,0.004669001,0.875,-0.870330999,0.125,0,18
 کھیلوں کے سامان اور آلات جراحی بنانے میں سیالکوٹ کا کوئی ثانی نہیں ,0,0,0.205882353,0.618181818,0.4,0.472727273,52,0.066666667,0.4,0.066666667,0.133333333,0.011339003,0.666666667,-0.655327664,0,0,18
 عظیم فلسفی شاعر علامہ محمد اقبال اس شہر میں پیدا ہوئے تھے ,0,0,0.220338983,0.536363636,0.285714286,0.481818182,53,0.285714286,0.142857143,0.214285714,0.071428571,0.009838252,0.571428571,-0.561590319,0,0,18
 وزیرآباد میں اعلیٰ قسم کے چاقو چھریاں بنائی جاتی ہیں ,0,0,0.203703704,0.490909091,0.333333333,0.490909091,54,0.083333333,0.25,0.25,0.083333333,0.009004502,0.583333333,-0.574328831,0,0,18
 گجرات کی پہچان عمدہ قسم کے فرنیچر کے ساتھ پنکھا سازی کی صنعت سے بھی ہے ,0,0,0.236111111,0.654545455,0.388888889,0.5,55,0.055555556,0.388888889,0.222222222,0.055555556,0.012006003,0.722222222,-0.710216219,0.111111111,0,18
" گوجرانوالا میں بجلی سے چلنے والی اشیا مثلاً واشنگ مشینیں ، پنکھے ، روم کولر اور ہیٹر بنتے ہیں ",0.021052632,0,0.210526316,0.863636364,0.238095238,0.509090909,56,0.047619048,0.142857143,0.19047619,0.047619048,0.015841254,0.476190476,-0.460349222,0,0,18
 چنیوٹ میں بنا ہوا فرنیچر اپنی مثال آپ ہے ,0,0,0.238095238,0.381818182,0.454545455,0.518181818,57,0.181818182,0.272727273,0.272727273,0,0.007003502,0.818181818,-0.811178316,0,0,18
 پنجاب کی زمین نہایت زرخیز ہے ,0,0,0.233333333,0.272727273,0.375,0.527272727,58,0.125,0.125,0.25,0.125,0.005002501,0.875,-0.869997499,0.125,0,18
 یہاں بہترین نہری نظام موجود ہے ,0,0,0.21875,0.290909091,0.25,0.536363636,59,0,0,0.25,0.25,0.005336001,0.625,-0.619663999,0,0,18
 زمین کی زرخیزی کی وجہ سے یہاں فصلیں خوب اگتی ہیں ,0,0,0.24,0.454545455,0.384615385,0.545454545,60,0,0.307692308,0.230769231,0.076923077,0.008337502,0.846153846,-0.837816344,0.153846154,1,18
" گندم ، کپاس ، گنا اور چاول یہاں پیدا ہونے والی مشہور فصلیں ہیں ",0.03125,0,0.234375,0.581818182,0.3125,0.554545455,61,0,0.0625,0.25,0.125,0.010672003,0.8125,-0.801827997,0,1,18
 چھانگا مانگا کا جنگل اپنی نوعیت کے لحاظ سے دنیا میں انفرادیت رکھتا ہے ,0,0,0.211267606,0.645454545,0.4375,0.563636364,62,0,0.25,0.1875,0,0.011839253,0.6875,-0.675660747,0,1,18
 یہ ۱۲۵۱۰ ایکٹر پر پھیلا ہوا ہے ,0,0.15625,0.25,0.290909091,0.444444444,0.572727273,63,0.111111111,0.222222222,0.333333333,0.222222222,0.005336001,0.666666667,-0.661330665,0,1,18
" یہ دنیا کا سب سے بڑا جنگل ہے ، جسے خود اگایا گیا ہے ",0.018867925,0,0.283018868,0.481818182,0.5,0.581818182,64,0,0.375,0.1875,0.0625,0.008837752,0.8125,-0.803662248,0,0,18
 چولستان کے ریگستان بھی اسی صوبے میں ہیں ,0,0,0.219512195,0.372727273,0.5,0.590909091,65,0.1,0.5,0.1,0,0.006836752,0.8,-0.793163248,0,0,18
 کھیوڑہ کے مقام پر دُنیا کی دوسری بڑی نمک کی کان ہے ,0,0,0.25,0.472727273,0.428571429,0.6,66,0.071428571,0.357142857,0.214285714,0.214285714,0.008671002,0.714285714,-0.705614712,0.142857143,0,18
 پنجاب میں کوئلے کے بھی وافر ذخائر موجود ہیں ,0,0,0.222222222,0.409090909,0.363636364,0.609090909,67,0.090909091,0.363636364,0.181818182,0.181818182,0.007503752,0.818181818,-0.810678066,0,0,18
 اس کے علاوہ پنجاب میں ساہیوال کے قریب ہڑپہ سے ملنے والے آثار قدیمہ بھی خاص اہمیت رکھتے ہیں ,0,0,0.217391304,0.836363636,0.428571429,0.618181818,68,0.095238095,0.476190476,0.19047619,0.095238095,0.015341004,0.857142857,-0.841801853,0,0,18
 سندھ کو مہران کے نام سے بھی پکارا جاتا ہے ,0,0,0.255813953,0.390909091,0.5,0.627272727,69,0.166666667,0.333333333,0.25,0,0.007170252,0.833333333,-0.826163082,0,1,18
" سندھ کا لفظ سندھو سے نکلا ہے ، سنسکرت میں سندھو دریا کو کہتے ہیں ",0.015151515,0,0.242424242,0.6,0.411764706,0.636363636,70,0.294117647,0.294117647,0.235294118,0,0.011005503,0.647058824,-0.636053321,0,1,18
 دریائے سندھ کی وجہ سے اسے یہ نام دیا گیا ہے ,0,0,0.266666667,0.409090909,0.538461538,0.645454545,71,0.076923077,0.307692308,0.307692308,0,0.007503752,0.846153846,-0.838650094,0.076923077,0,18
 یہاں کا دارالحکومت کراچی ہے ,0,0,0.206896552,0.263636364,0.428571429,0.654545455,72,0.142857143,0.142857143,0.142857143,0.142857143,0.004835751,1,-0.995164249,0,1,18
 یہ پاکستان کا سب سے بڑا شہر ہے ,0,0,0.28125,0.290909091,0.6,0.663636364,73,0.1,0.4,0.1,0.1,0.005336001,1,-0.994663999,0.1,1,18
 اسے روشنیوں کا شہر کہا جاتا ہے ,0,0,0.25,0.290909091,0.555555556,0.672727273,74,0,0.222222222,0.333333333,0,0.005336001,0.888888889,-0.883552888,0,0,18
 پاکستان کی سب سے پہلی بندرگاہ بھی کراچی میں ہے ,0,0,0.229166667,0.436363636,0.583333333,0.681818182,75,0.166666667,0.416666667,0.166666667,0.083333333,0.008004002,0.916666667,-0.908662665,0.166666667,0,18
 بانی پاکستان قائداعظم محمد علی جناح کا تعلق کراچی سے تھا ,0,0,0.206896552,0.527272727,0.230769231,0.690909091,76,0.461538462,0.230769231,0.076923077,0.076923077,0.009671502,0.692307692,-0.68263619,0.076923077,1,18
 ان کا مزار بھی کراچی میں ہے ,0,0,0.275862069,0.263636364,0.555555556,0.7,77,0.111111111,0.444444444,0.111111111,0,0.004835751,0.888888889,-0.884053138,0,1,18
 محمد بن قاسم نے ۷۱۲ء میں راجا داہر کو شکست دی اور سندھ کو فتح کیا ,0,0.044776119,0.253731343,0.609090909,0.388888889,0.709090909,78,0.388888889,0.277777778,0.166666667,0.277777778,0.011172253,0.666666667,-0.655494414,0,1,18
" محمد بن قاسم کے حُسنِ سلوک سے متاثر ہو کر غیرمسلموں کی ایک کثیر تعداد حلقہ بگوش اسلام ہو گئی ، تاہم اب بھی سندھ میں ہندو قوم خاصی بڑی تعداد میں آباد ہے ",0.006535948,0,0.22875817,1.390909091,0.388888889,0.718181818,79,0.138888889,0.277777778,0.194444444,0.194444444,0.025512756,0.611111111,-0.585598355,0.027777778,0,18
" سندھ کی آبادی کا ساڑھے سات فی صد ، ہندو آبادی پر مشتمل ہے ",0.016949153,0,0.254237288,0.536363636,0.3125,0.727272727,80,0.125,0.25,0.125,0.1875,0.009838252,0.8125,-0.802661748,0.0625,0,18
 سندھ میں بولی جانے والی بڑی زبان سندھی ہے ,0,0,0.23255814,0.390909091,0.454545455,0.736363636,81,0.181818182,0.090909091,0.363636364,0.090909091,0.007170252,1,-0.992829748,0,1,18
 وادی سندھ کی تہذیب نہایت قدیم ہے ,0,0,0.235294118,0.309090909,0.333333333,0.745454545,82,0.111111111,0.111111111,0.222222222,0.111111111,0.005669501,0.888888889,-0.883219387,0.111111111,1,18
 موئن جوداڑو سے ملنے والے آثار قدیمہ یہاں کے قدیم لوگوں کی فنی مہارت اور اعلی معیار زندگی کا پتا دیتے ہیں ,0,0,0.216981132,0.963636364,0.416666667,0.754545455,83,0,0.291666667,0.208333333,0.166666667,0.017675504,0.625,-0.607324496,0.041666667,0,18
 ٹھٹھہ کا قدیم تاریخی شہر اسی صوبے میں ہے ,0,0,0.238095238,0.381818182,0.363636364,0.763636364,84,0,0.272727273,0.090909091,0.181818182,0.007003502,0.818181818,-0.811178316,0,0,18
 یہاں کی جامع مسجد اور منچھر جھیل بہت مشہور ہے ,0,0,0.234042553,0.427272727,0.416666667,0.772727273,85,0.083333333,0.083333333,0.166666667,0.25,0.007837252,0.666666667,-0.658829415,0.083333333,0,18
 یہاں مکلی کا قبرستان ہے ,0,0,0.24,0.227272727,0.428571429,0.781818182,86,0,0.142857143,0.142857143,0,0.004168751,0.714285714,-0.710116963,0,0,18
 اسے دنیا کے بڑے قبرستانوں میں شمار کیا جاتا ہے ,0,0,0.229166667,0.436363636,0.583333333,0.790909091,87,0,0.416666667,0.25,0.25,0.008004002,0.916666667,-0.908662665,0,0,18
 صوبہ سندھ کا زیادہ تر رقبہ بنجر اور غیرآباد ہے ,0,0,0.229166667,0.436363636,0.416666667,0.8,88,0.083333333,0.166666667,0.083333333,0.416666667,0.008004002,0.916666667,-0.908662665,0,0,18
 جہاں جہاں آب پاشی کے لیے پانی موجود ہے وہاں فصلیں ہوتی ہیں ,0,0,0.233333333,0.545454545,0.4,0.809090909,89,0.2,0.2,0.333333333,0.133333333,0.010005003,0.733333333,-0.723328331,0,0,18
 یہاں آم کھجوروں اور کیلے کے باغات ہیں ,0,0,0.230769231,0.354545455,0.4,0.818181818,90,0,0.2,0.1,0.1,0.006503252,0.7,-0.693496748,0,0,18
 سندھ میں لوگ بھیڑ بکریاں اور اونٹ پالتے ہیں ,0,0,0.222222222,0.409090909,0.363636364,0.827272727,91,0.090909091,0.181818182,0.181818182,0.090909091,0.007503752,0.636363636,-0.628859884,0,0,18
 سندھ میں ساڑھے تین کروڑ کے لگ بھگ لوگ آباد ہیں ,0,0,0.25,0.436363636,0.307692308,0.836363636,92,0.153846154,0.384615385,0.153846154,0.076923077,0.008004002,0.692307692,-0.68430369,0,0,18
 یہاں کی سندھی ٹوپی اور اجرک خاص طور پر مشہور ہیں ,0,0,0.24,0.454545455,0.461538462,0.845454545,93,0.076923077,0.307692308,0.153846154,0.307692308,0.008337502,0.846153846,-0.837816344,0.076923077,0,18
" سندھ کے مشہور شہروں میں حیدرآباد ، سکھر ، نواب شاہ ، میرپورخاص اور لاڈکانہ شامل ہیں ",0.035294118,0,0.211764706,0.772727273,0.210526316,0.854545455,94,0.210526316,0.157894737,0.105263158,0.157894737,0.014173754,0.684210526,-0.670036773,0,1,18
 خیبر پختون خوا کا پرانا نام شمال مغربی سرحدی صوبہ تھا ,0,0,0.218181818,0.5,0.153846154,0.863636364,95,0.153846154,0.153846154,0.076923077,0.230769231,0.009171252,0.692307692,-0.68313644,0,1,18
 اس کا صوبائی دارالحکومت پشاور ہے ,0,0,0.205882353,0.309090909,0.375,0.872727273,96,0.125,0.25,0.125,0.25,0.005669501,0.75,-0.744330499,0,1,18
